data;ricoverati_con_sintomi;terapia_intensiva;totale_ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;dimessi_guariti;deceduti;casi_da_sospetto_diagnostico;casi_da_screening;totale_casi;tamponi;casi_testati;CASI TESTATI GIORNALIERI;TAMPONI GIORNALIERI;CONTAGI PONDERATI (TAMPONI);CONTAGI PONDERATI (CON CASI TESTATI);PERCENTUALE CONTAGI GIORNALIERI;ISOLAMENTI DOMICILIARE GIORNALIERI;TERAPIE INTENSIVE GIORNALIERE;RICOVERI GIORNALIERI;GUARITI GIORNALIERI;DECEDUTI GIORNALIERI;RICOVERATI;TERAPIA INTENSIVA;ISOLAMENTO DOMICILIARE;GUARITI;DECESSI;POSITIVI;CASI TESTATI ;TAMPONI EFFETTUATI;PERCENTUALI POSITIVI;TOTALI POSITIVI;TOTALI RICOVERATI;TOTALI TERAPIA INTENSIVA;TOTALI ISOLAMENTO DOMICILIARE
08/10/2020;376;33;409;3287;3696;147;259;4454;329;5441;3038;8479;529533;383416;4806;7374;3,606698733;3,246484236;5,32;143;3;1;109;3;;;;;;;;;;;;;
09/10/2020;376;35;411;3490;3901;205;233;4478;333;5583;3129;8712;536684;387714;4298;7151;3,104588547;2,582919368;5,39;203;2;0;24;4;;;;;;;;;;;;;
10/10/2020;387;35;422;3721;4143;242;285;4519;335;5782;3215;8997;544425;392395;4681;7741;4,052321256;3,39985219;5,42;231;0;11;41;2;;;;;;;;;;;;;
11/10/2020;388;38;426;3975;4401;258;297;4557;336;5953;3341;9294;548934;395172;2777;4509;2,439588366;2,087113966;6,09;254;3;1;38;1;;;;;;;;;;;;;
12/10/2020;404;42;446;4236;4682;281;298;4571;339;6133;3459;9592;552826;397546;2374;3892;2,097976579;1,779547524;10,69;261;4;16;14;3;;;;;;;;;;;;;
13/10/2020;426;44;470;4407;4877;195;334;4708;341;6366;3560;9926;561166;402751;5205;8340;4,963878781;4,316488351;12,55;171;2;22;137;2;;;;;;;;;;;;;
14/10/2020;447;49;496;4691;5187;310;366;4762;343;6582;3710;10292;568187;407145;4394;7021;4,522606114;3,949953948;6,42;284;5;21;54;2;;;;;;;;;;;;;
15/10/2020;468;52;520;4967;5487;300;399;4854;350;6856;3835;10691;575631;411784;4639;7444;5,159826347;4,494980378;8,33;276;3;21;92;7;;;;;;;;;;;;;
16/10/2020;471;58;529;5405;5934;447;578;4975;360;7238;4031;11269;583340;416980;5196;7709;7,638430418;7,202474939;8,60;438;6;3;121;10;;;;;;;;;;;;;
17/10/2020;479;61;540;5741;6281;347;475;5101;362;7493;4251;11744;589079;422068;5088;5739;4,627605126;5,72609153;11,12;336;3;8;126;2;;;;;;;;;;;;;
18/10/2020;493;70;563;6227;6790;509;548;5137;365;7835;4457;12292;595469;426503;4435;6390;5,880608394;5,698388991;9,34;486;9;14;36;3;;;;;;;;;;;;;
19/10/2020;521;72;593;6426;7019;229;362;5267;368;8095;4559;12654;598721;428508;2005;3252;1,96623135;1,69380735;12,36;199;2;28;130;3;;;;;;;;;;;;;
20/10/2020;542;77;619;6878;7497;478;574;5353;378;8485;4743;13228;606852;434040;5532;8131;7,690827418;7,315841858;18,05;452;5;21;86;10;;;;;;;;;;;;;
21/10/2020;565;83;648;7202;7850;353;562;5551;389;8879;4911;13790;614264;437540;3500;7412;6,781357853;4,495588975;10,38;324;6;23;198;11;;;;;;;;;;;;;
22/10/2020;588;89;677;7863;8540;690;796;5649;397;9374;5212;14586;621996;442472;4932;7732;9,895034695;8,872588548;16,06;661;6;23;98;8;;;;;;;;;;;;;
23/10/2020;593;89;682;8454;9136;596;730;5772;408;9894;5422;15316;630011;447704;5232;8015;9,287060067;8,530993692;16,14;591;0;5;123;11;;;;;;;;;;;;;
24/10/2020;606;90;696;9193;9889;753;886;5896;417;10410;5792;16202;637158;452738;5034;7147;9,938260212;9,85144609;13,95;739;1;13;124;9;;;;;;;;;;;;;
25/10/2020;642;95;737;9818;10555;666;695;5914;428;10855;6042;16897;642351;456572;3834;5193;5,618633738;5,836166037;17,60;625;5;36;18;11;;;;;;;;;;;;;
26/10/2020;677;98;775;10170;10945;390;568;6081;439;11173;6292;17465;647327;459725;3153;4976;4,366213676;3,895598456;18,13;352;3;35;167;11;;;;;;;;;;;;;
27/10/2020;727;103;830;10904;11734;789;860;6142;449;11733;6592;18325;654651;464116;4391;7324;9,621370776;8,136457265;18,01;734;5;50;61;10;;;;;;;;;;;;;
28/10/2020;787;111;898;11290;12188;454;708;6386;459;12141;6892;19033;662150;468458;4342;7499;8,018261723;6,562244641;19,59;386;8;60;244;10;;;;;;;;;;;;;
29/10/2020;839;115;954;11791;12745;557;789;6605;472;12621;7201;19822;669376;472930;4472;7226;8,517356463;7,46074049;16,31;501;4;52;219;13;;;;;;;;;;;;;
30/10/2020;895;117;1012;12552;13564;819;984;6758;484;13165;7641;20806;676669;477579;4649;7293;10,60535062;9,578762885;17,64;761;2;56;153;12;;;;;;;;;;;;;
31/10/2020;962;122;1084;13358;14442;878;952;6814;502;13785;7973;21758;684775;482882;5303;8106;11,26926655;10,45484404;21,17;806;5;67;56;18;;;;;;;;;;;;;
01/11/2020;999;132;1131;14193;15324;882;1095;7011;518;14475;8378;22853;693322;488072;5190;8547;13,49872786;11,64387631;17,95;835;10;37;197;16;;;;;;;;;;;;;
02/11/2020;1025;142;1167;14897;16064;740;1024;7277;536;15095;8782;23877;701356;492862;4790;8034;11,72987185;9,951994676;21,10;704;10;26;266;18;;;;;;;;;;;;;
03/11/2020;1072;150;1222;15584;16806;742;1048;7569;550;15643;9282;24925;709371;497218;4356;8015;11,84108175;9,181260534;21,38;687;8;47;292;14;;;;;;;;;;;;;
04/11/2020;1105;148;1253;16365;17618;812;1155;7893;569;16243;9837;26080;718747;503610;6392;9376;15,06688724;14,65967713;24,06;781;-2;33;324;19;;;;;;;;;;;;;
05/11/2020;1147;157;1304;17222;18526;908;1322;8282;594;17045;10357;27402;728244;509301;5691;9497;17,24014753;14,77221132;18,07;857;9;42;389;25;;;;;;;;;;;;;
06/11/2020;1157;159;1316;18197;19513;987;1423;8684;628;17968;10857;28825;737769;514907;5606;9525;18,37170578;15,49277442;23,23;975;2;10;402;34;;;;;;;;;;;;;
07/11/2020;1161;169;1330;19407;20737;1224;1363;8788;663;18728;11460;30188;746200;520508;5601;8431;15,39996382;14,6667544;25,38;1210;10;4;104;35;;;;;;;;;;;;;
08/11/2020;1250;177;1427;20040;21467;730;1083;9128;676;19378;11893;31271;753094;525013;4505;6894;9,914037291;9,292941318;24,33;633;8;89;340;13;;;;;;;;;;;;;
09/11/2020;1303;187;1490;20449;21939;472;1023;9652;703;19998;12296;32294;761552;529908;4895;8458;11,36171135;9,449913947;24,04;409;10;53;524;27;;;;;;;;;;;;;
10/11/2020;1348;195;1543;21289;22832;893;1201;9928;735;20749;12746;33495;770408;535921;6013;8856;13,80574449;13,47514466;20,90;840;8;45;276;32;;;;;;;;;;;;;
11/11/2020;1376;202;1578;21986;23564;732;1487;10656;762;21594;13388;34982;780247;541877;5956;9839;18,75123262;16,34424786;19,97;697;7;28;728;27;;;;;;;;;;;;;
12/11/2020;1391;205;1596;23318;24914;1350;1692;10958;802;22634;14040;36674;789702;548214;6337;9455;20,25809736;19,55842791;24,97;1332;3;15;302;40;;;;;;;;;;;;;
13/11/2020;1450;210;1660;24626;26286;1372;1707;11258;837;23824;14557;38381;799919;554557;6343;10217;21,80273128;19,52459531;26,70;1308;5;59;300;35;;;;;;;;;;;;;
14/11/2020;1462;215;1677;26129;27806;1520;1729;11444;860;24924;15186;40110;809193;560736;6179;9274;19,81572505;19,05262191;26,91;1503;5;12;186;23;;;;;;;;;;;;;
15/11/2020;1476;217;1693;27114;28807;1001;1422;11829;896;25806;15726;41532;816609;565253;4517;7416;12,91383269;11,36336119;27,98;985;2;14;385;36;;;;;;;;;;;;;
